starting_word,file,solutions_found,minimum_guesses,maximum_guesses,expected_guesses,total_guesses,first_guess_solves,solved_in_1,solved_in_2,solved_in_3,solved_in_4,solved_in_5,solved_in_6,solved_in_7_plus
sinds,sinds.txt,2309,2,6,3.664357,8461,0,0,39,855,1260,152,3,0
skody,skody.txt,2309,2,6,3.664357,8461,0,0,36,864,1252,153,4,0
tinty,tinty.txt,2309,2,6,3.664357,8461,0,0,53,848,1235,167,6,0
zoris,zoris.txt,2309,2,6,3.664357,8461,0,0,37,886,1208,171,7,0
again,again.txt,2309,1,6,3.66479,8462,1,1,53,854,1219,175,7,0
avale,avale.txt,2309,2,6,3.66479,8462,0,0,45,873,1216,161,14,0
bible,bible.txt,2309,1,6,3.66479,8462,1,1,44,836,1281,141,6,0
bortz,bortz.txt,2309,2,6,3.66479,8462,0,0,46,854,1243,160,6,0
cawks,cawks.txt,2309,2,6,3.66479,8462,0,0,35,862,1258,150,4,0
crazy,crazy.txt,2309,1,6,3.66479,8462,1,1,39,865,1237,162,5,0
iliac,iliac.txt,2309,1,6,3.66479,8462,1,1,40,855,1254,154,5,0
jatis,jatis.txt,2309,2,6,3.66479,8462,0,0,42,855,1253,153,6,0
juste,juste.txt,2309,2,6,3.66479,8462,0,0,39,863,1247,153,7,0
logon,logon.txt,2309,2,6,3.66479,8462,0,0,54,858,1209,184,4,0
mimer,mimer.txt,2309,2,6,3.66479,8462,0,0,47,872,1206,176,8,0
molla,molla.txt,2309,2,6,3.66479,8462,0,0,53,855,1221,173,7,0
palps,palps.txt,2309,2,6,3.66479,8462,0,0,50,851,1237,165,6,0
sabes,sabes.txt,2309,2,6,3.66479,8462,0,0,45,841,1268,153,2,0
schwa,schwa.txt,2309,2,5,3.66479,8462,0,0,38,865,1239,167,0,0
squit,squit.txt,2309,2,6,3.66479,8462,0,0,35,895,1197,173,9,0
suets,suets.txt,2309,2,6,3.66479,8462,0,0,43,888,1190,176,12,0
waves,waves.txt,2309,2,6,3.66479,8462,0,0,46,844,1262,152,5,0
zilas,zilas.txt,2309,2,6,3.66479,8462,0,0,39,862,1246,158,4,0
amuck,amuck.txt,2309,2,6,3.665223,8463,0,0,48,864,1214,179,4,0
becks,becks.txt,2309,2,6,3.665223,8463,0,0,37,871,1233,164,4,0
bungy,bungy.txt,2309,2,6,3.665223,8463,0,0,58,829,1255,162,5,0
daraf,daraf.txt,2309,2,6,3.665223,8463,0,0,44,850,1254,157,4,0
deems,deems.txt,2309,2,6,3.665223,8463,0,0,41,869,1232,156,11,0
doxie,doxie.txt,2309,2,6,3.665223,8463,0,0,51,867,1206,174,11,0
embay,embay.txt,2309,2,6,3.665223,8463,0,0,57,828,1260,159,5,0
litai,litai.txt,2309,2,6,3.665223,8463,0,0,46,857,1234,168,4,0
looms,looms.txt,2309,2,6,3.665223,8463,0,0,51,855,1223,176,4,0
mixte,mixte.txt,2309,2,6,3.665223,8463,0,0,53,853,1219,182,2,0
mufti,mufti.txt,2309,2,6,3.665223,8463,0,0,47,860,1227,169,6,0
piani,piani.txt,2309,2,6,3.665223,8463,0,0,47,861,1224,172,5,0
praps,praps.txt,2309,2,6,3.665223,8463,0,0,47,834,1276,149,3,0
raree,raree.txt,2309,2,6,3.665223,8463,0,0,43,866,1231,159,10,0
skatt,skatt.txt,2309,2,6,3.665223,8463,0,0,34,877,1229,166,3,0
sonny,sonny.txt,2309,2,6,3.665223,8463,0,0,44,869,1218,172,6,0
venae,venae.txt,2309,2,6,3.665223,8463,0,0,54,869,1193,182,11,0
wamus,wamus.txt,2309,2,6,3.665223,8463,0,0,41,853,1257,154,4,0
where,where.txt,2309,1,6,3.665223,8463,1,1,51,870,1194,184,9,0
yiked,yiked.txt,2309,2,6,3.665223,8463,0,0,32,876,1237,161,3,0
zerda,zerda.txt,2309,2,6,3.665223,8463,0,0,47,849,1246,164,3,0
boeuf,boeuf.txt,2309,2,6,3.665656,8464,0,0,46,875,1199,183,6,0
bribe,bribe.txt,2309,1,6,3.665656,8464,1,1,44,853,1243,164,4,0
catch,catch.txt,2309,1,6,3.665656,8464,1,1,44,856,1240,161,7,0
croci,croci.txt,2309,2,6,3.665656,8464,0,0,43,870,1222,164,10,0
dayan,dayan.txt,2309,2,6,3.665656,8464,0,0,47,860,1227,168,7,0
durrs,durrs.txt,2309,2,6,3.665656,8464,0,0,42,867,1227,167,6,0
frowy,frowy.txt,2309,2,6,3.665656,8464,0,0,41,838,1288,136,6,0
indie,indie.txt,2309,2,6,3.665656,8464,0,0,48,862,1217,178,4,0
jotas,jotas.txt,2309,2,6,3.665656,8464,0,0,37,865,1246,155,6,0
keels,keels.txt,2309,2,6,3.665656,8464,0,0,43,874,1208,180,4,0
kelep,kelep.txt,2309,2,6,3.665656,8464,0,0,52,855,1222,173,7,0
labia,labia.txt,2309,2,6,3.665656,8464,0,0,48,859,1226,169,7,0
maiko,maiko.txt,2309,2,6,3.665656,8464,0,0,52,872,1192,182,11,0
misls,misls.txt,2309,2,6,3.665656,8464,0,0,50,837,1264,151,7,0
mivey,mivey.txt,2309,2,6,3.665656,8464,0,0,51,839,1256,157,6,0
mudif,mudif.txt,2309,2,6,3.665656,8464,0,0,49,845,1249,161,5,0
mythi,mythi.txt,2309,2,6,3.665656,8464,0,0,51,839,1253,163,3,0
nanto,nanto.txt,2309,2,6,3.665656,8464,0,0,51,845,1243,165,5,0
purrs,purrs.txt,2309,2,6,3.665656,8464,0,0,49,862,1215,178,5,0
rooms,rooms.txt,2309,2,6,3.665656,8464,0,0,45,861,1227,173,3,0
ruses,ruses.txt,2309,2,6,3.665656,8464,0,0,46,864,1220,174,5,0
sleds,sleds.txt,2309,2,6,3.665656,8464,0,0,39,863,1244,157,6,0
snips,snips.txt,2309,2,6,3.665656,8464,0,0,38,878,1218,168,7,0
yoick,yoick.txt,2309,2,6,3.665656,8464,0,0,32,879,1233,159,6,0
adoon,adoon.txt,2309,2,6,3.666089,8465,0,0,53,850,1226,175,5,0
assed,assed.txt,2309,2,6,3.666089,8465,0,0,45,849,1253,156,6,0
betta,betta.txt,2309,2,6,3.666089,8465,0,0,58,830,1250,167,4,0
braai,braai.txt,2309,2,6,3.666089,8465,0,0,46,867,1215,174,7,0
bruvs,bruvs.txt,2309,2,6,3.666089,8465,0,0,48,849,1245,160,7,0
faves,faves.txt,2309,2,6,3.666089,8465,0,0,44,844,1265,151,5,0
feyer,feyer.txt,2309,2,6,3.666089,8465,0,0,41,834,1296,131,7,0
firie,firie.txt,2309,2,6,3.666089,8465,0,0,41,872,1222,165,9,0
jatos,jatos.txt,2309,2,6,3.666089,8465,0,0,43,837,1280,146,3,0
mamil,mamil.txt,2309,2,6,3.666089,8465,0,0,48,872,1199,183,7,0
marri,marri.txt,2309,2,6,3.666089,8465,0,0,46,860,1228,169,6,0
nanos,nanos.txt,2309,2,6,3.666089,8465,0,0,47,849,1248,158,7,0
oobit,oobit.txt,2309,2,6,3.666089,8465,0,0,54,848,1225,179,3,0
quist,quist.txt,2309,2,6,3.666089,8465,0,0,39,877,1217,168,8,0
saims,saims.txt,2309,2,6,3.666089,8465,0,0,51,866,1202,183,7,0
velum,velum.txt,2309,2,6,3.666089,8465,0,0,54,822,1281,145,7,0
waked,waked.txt,2309,2,6,3.666089,8465,0,0,47,841,1261,156,4,0
wingy,wingy.txt,2309,2,6,3.666089,8465,0,0,49,845,1248,162,5,0
yoghs,yoghs.txt,2309,2,6,3.666089,8465,0,0,42,863,1234,164,6,0
aargh,aargh.txt,2309,2,6,3.666522,8466,0,0,40,881,1203,179,6,0
abmho,abmho.txt,2309,2,6,3.666522,8466,0,0,46,858,1231,168,6,0
baize,baize.txt,2309,2,6,3.666522,8466,0,0,54,833,1261,151,10,0
boson,boson.txt,2309,2,6,3.666522,8466,0,0,53,836,1255,158,7,0
drere,drere.txt,2309,2,6,3.666522,8466,0,0,42,875,1210,175,7,0
egers,egers.txt,2309,2,6,3.666522,8466,0,0,46,862,1225,168,8,0
gumps,gumps.txt,2309,2,6,3.666522,8466,0,0,46,862,1224,170,7,0
heavy,heavy.txt,2309,1,6,3.666522,8466,1,1,46,855,1234,166,7,0
hebes,hebes.txt,2309,2,6,3.666522,8466,0,0,42,847,1261,157,2,0
intis,intis.txt,2309,2,6,3.666522,8466,0,0,46,835,1277,145,6,0
kanal,kanal.txt,2309,2,6,3.666522,8466,0,0,55,843,1235,169,7,0
kight,kight.txt,2309,2,6,3.666522,8466,0,0,40,855,1254,155,5,0
kofta,kofta.txt,2309,2,6,3.666522,8466,0,0,49,836,1264,156,4,0
krump,krump.txt,2309,2,6,3.666522,8466,0,0,46,861,1225,171,6,0
manoa,manoa.txt,2309,2,6,3.666522,8466,0,0,63,849,1200,189,8,0
mokey,mokey.txt,2309,2,6,3.666522,8466,0,0,42,855,1251,153,8,0
mvula,mvula.txt,2309,2,6,3.666522,8466,0,0,43,856,1244,160,6,0
nevel,nevel.txt,2309,2,6,3.666522,8466,0,0,58,847,1217,181,6,0
newbs,newbs.txt,2309,2,6,3.666522,8466,0,0,39,853,1258,157,2,0
owing,owing.txt,2309,1,6,3.666522,8466,1,1,46,832,1276,151,3,0
peeoy,peeoy.txt,2309,2,6,3.666522,8466,0,0,47,843,1260,151,8,0
pesky,pesky.txt,2309,1,6,3.666522,8466,1,1,50,838,1254,161,5,0
reeks,reeks.txt,2309,2,6,3.666522,8466,0,0,39,881,1203,183,3,0
rugby,rugby.txt,2309,1,6,3.666522,8466,1,1,55,822,1269,159,3,0
smize,smize.txt,2309,2,6,3.666522,8466,0,0,48,851,1239,165,6,0
sorus,sorus.txt,2309,2,6,3.666522,8466,0,0,45,872,1206,180,6,0
swoll,swoll.txt,2309,2,6,3.666522,8466,0,0,46,846,1252,162,3,0
twilt,twilt.txt,2309,2,6,3.666522,8466,0,0,53,848,1228,176,4,0
upbye,upbye.txt,2309,2,6,3.666522,8466,0,0,29,850,1294,134,2,0
agila,agila.txt,2309,2,6,3.666955,8467,0,0,50,844,1247,161,7,0
atuas,atuas.txt,2309,2,6,3.666955,8467,0,0,46,861,1227,166,9,0
avant,avant.txt,2309,2,6,3.666955,8467,0,0,52,835,1258,158,6,0
azure,azure.txt,2309,1,6,3.666955,8467,1,1,36,875,1224,165,8,0
bitts,bitts.txt,2309,2,6,3.666955,8467,0,0,46,844,1255,161,3,0
dumbs,dumbs.txt,2309,2,6,3.666955,8467,0,0,53,831,1259,164,2,0
frize,frize.txt,2309,2,6,3.666955,8467,0,0,53,835,1254,162,5,0
gecks,gecks.txt,2309,2,6,3.666955,8467,0,0,29,870,1254,153,3,0
lesos,lesos.txt,2309,2,6,3.666955,8467,0,0,51,855,1223,172,8,0
letty,letty.txt,2309,2,6,3.666955,8467,0,0,55,843,1232,174,5,0
lurex,lurex.txt,2309,2,6,3.666955,8467,0,0,46,859,1230,166,8,0
nexts,nexts.txt,2309,2,6,3.666955,8467,0,0,35,850,1274,149,1,0
nitto,nitto.txt,2309,2,6,3.666955,8467,0,0,55,836,1246,167,5,0
odium,odium.txt,2309,2,6,3.666955,8467,0,0,55,849,1227,166,12,0
sieve,sieve.txt,2309,1,6,3.666955,8467,1,1,42,868,1222,166,10,0
sours,sours.txt,2309,2,6,3.666955,8467,0,0,38,887,1196,182,6,0
vouge,vouge.txt,2309,2,6,3.666955,8467,0,0,57,855,1203,188,6,0
agars,agars.txt,2309,2,6,3.667388,8468,0,0,45,853,1243,161,7,0
befog,befog.txt,2309,2,6,3.667388,8468,0,0,39,851,1261,155,3,0
celly,celly.txt,2309,2,6,3.667388,8468,0,0,51,858,1214,180,6,0
elver,elver.txt,2309,2,6,3.667388,8468,0,0,64,829,1236,171,9,0
eyers,eyers.txt,2309,2,6,3.667388,8468,0,0,46,857,1235,161,10,0
fungo,fungo.txt,2309,2,6,3.667388,8468,0,0,53,836,1252,162,6,0
heeds,heeds.txt,2309,2,6,3.667388,8468,0,0,53,839,1242,173,2,0
kawed,kawed.txt,2309,2,6,3.667388,8468,0,0,47,841,1258,159,4,0
kythe,kythe.txt,2309,2,6,3.667388,8468,0,0,37,841,1287,141,3,0
lokum,lokum.txt,2309,2,6,3.667388,8468,0,0,47,856,1228,174,4,0
macas,macas.txt,2309,2,6,3.667388,8468,0,0,48,849,1240,167,5,0
maray,maray.txt,2309,2,6,3.667388,8468,0,0,57,824,1270,146,12,0
moaky,moaky.txt,2309,2,6,3.667388,8468,0,0,47,847,1249,159,7,0
monos,monos.txt,2309,2,6,3.667388,8468,0,0,48,848,1246,158,9,0
newie,newie.txt,2309,2,6,3.667388,8468,0,0,47,854,1236,164,8,0
omees,omees.txt,2309,2,6,3.667388,8468,0,0,42,842,1270,152,3,0
opium,opium.txt,2309,1,6,3.667388,8468,1,1,43,870,1210,179,6,0
pulls,pulls.txt,2309,2,6,3.667388,8468,0,0,41,870,1220,172,6,0
quilt,quilt.txt,2309,1,6,3.667388,8468,1,1,49,853,1229,168,9,0
scuse,scuse.txt,2309,2,6,3.667388,8468,0,0,50,838,1259,154,8,0
slays,slays.txt,2309,2,6,3.667388,8468,0,0,43,854,1245,162,5,0
sweed,sweed.txt,2309,2,6,3.667388,8468,0,0,56,830,1254,164,5,0
weber,weber.txt,2309,2,6,3.667388,8468,0,0,46,852,1237,172,2,0
avast,avast.txt,2309,2,6,3.667822,8469,0,0,48,842,1256,155,8,0
await,await.txt,2309,1,6,3.667822,8469,1,1,51,851,1223,177,6,0
botos,botos.txt,2309,2,6,3.667822,8469,0,0,52,843,1238,172,4,0
brass,brass.txt,2309,1,6,3.667822,8469,1,1,41,862,1235,160,10,0
chaap,chaap.txt,2309,2,6,3.667822,8469,0,0,46,872,1198,189,4,0
colog,colog.txt,2309,2,6,3.667822,8469,0,0,45,844,1257,159,4,0
dykon,dykon.txt,2309,2,6,3.667822,8469,0,0,39,851,1261,154,4,0
exult,exult.txt,2309,1,6,3.667822,8469,1,1,43,880,1190,188,7,0
floor,floor.txt,2309,1,6,3.667822,8469,1,1,54,819,1279,149,7,0
gayal,gayal.txt,2309,2,6,3.667822,8469,0,0,50,841,1248,166,4,0
gloss,gloss.txt,2309,1,6,3.667822,8469,1,1,39,863,1240,155,11,0
holos,holos.txt,2309,2,6,3.667822,8469,0,0,50,861,1211,180,7,0
jarul,jarul.txt,2309,2,6,3.667822,8469,0,0,39,866,1233,165,6,0
kydst,kydst.txt,2309,2,6,3.667822,8469,0,0,33,845,1288,142,1,0
mushy,mushy.txt,2309,1,6,3.667822,8469,1,1,52,844,1234,172,6,0
navew,navew.txt,2309,2,6,3.667822,8469,0,0,57,810,1288,151,3,0
noops,noops.txt,2309,2,6,3.667822,8469,0,0,42,845,1264,154,4,0
nulls,nulls.txt,2309,2,6,3.667822,8469,0,0,33,873,1236,162,5,0
ordos,ordos.txt,2309,2,6,3.667822,8469,0,0,43,864,1227,167,8,0
outro,outro.txt,2309,2,6,3.667822,8469,0,0,48,865,1211,176,9,0
pallu,pallu.txt,2309,2,6,3.667822,8469,0,0,36,877,1218,174,4,0
poxed,poxed.txt,2309,2,6,3.667822,8469,0,0,45,833,1278,150,3,0
sangs,sangs.txt,2309,2,6,3.667822,8469,0,0,41,857,1245,160,6,0
shris,shris.txt,2309,2,6,3.667822,8469,0,0,42,875,1207,178,7,0
snods,snods.txt,2309,2,6,3.667822,8469,0,0,34,866,1248,155,6,0
socas,socas.txt,2309,2,6,3.667822,8469,0,0,48,868,1203,183,7,0
testy,testy.txt,2309,1,6,3.667822,8469,1,1,52,835,1253,161,7,0
toity,toity.txt,2309,2,6,3.667822,8469,0,0,39,868,1230,165,7,0
whops,whops.txt,2309,2,6,3.667822,8469,0,0,54,845,1228,178,4,0
wisha,wisha.txt,2309,2,6,3.667822,8469,0,0,44,879,1194,184,8,0
withy,withy.txt,2309,2,6,3.667822,8469,0,0,51,841,1246,166,5,0
woose,woose.txt,2309,2,6,3.667822,8469,0,0,48,851,1237,166,7,0
bewet,bewet.txt,2309,2,6,3.668255,8470,0,0,46,853,1237,167,6,0
bovid,bovid.txt,2309,2,6,3.668255,8470,0,0,52,843,1239,169,6,0
doxes,doxes.txt,2309,2,6,3.668255,8470,0,0,40,830,1298,138,3,0
eking,eking.txt,2309,1,6,3.668255,8470,1,1,35,885,1202,180,6,0
ember,ember.txt,2309,1,6,3.668255,8470,1,1,46,849,1239,170,4,0
fowth,fowth.txt,2309,2,6,3.668255,8470,0,0,49,822,1287,148,3,0
gawcy,gawcy.txt,2309,2,6,3.668255,8470,0,0,39,841,1278,149,2,0
halma,halma.txt,2309,2,6,3.668255,8470,0,0,51,833,1265,151,9,0
hello,hello.txt,2309,1,6,3.668255,8470,1,1,47,853,1230,172,6,0
kirby,kirby.txt,2309,2,6,3.668255,8470,0,0,45,833,1280,145,6,0
marry,marry.txt,2309,1,6,3.668255,8470,1,1,56,823,1265,156,8,0
murva,murva.txt,2309,2,6,3.668255,8470,0,0,50,857,1217,179,6,0
pagan,pagan.txt,2309,1,6,3.668255,8470,1,1,49,849,1229,178,3,0
penna,penna.txt,2309,2,6,3.668255,8470,0,0,51,854,1220,178,6,0
pized,pized.txt,2309,2,6,3.668255,8470,0,0,43,848,1253,162,3,0
regur,regur.txt,2309,2,6,3.668255,8470,0,0,55,824,1267,158,5,0
titch,titch.txt,2309,2,6,3.668255,8470,0,0,44,878,1192,190,5,0
yumps,yumps.txt,2309,2,6,3.668255,8470,0,0,44,839,1271,149,6,0
aband,aband.txt,2309,2,6,3.668688,8471,0,0,47,847,1243,168,4,0
bells,bells.txt,2309,2,6,3.668688,8471,0,0,45,843,1257,160,4,0
bunks,bunks.txt,2309,2,6,3.668688,8471,0,0,43,860,1231,169,6,0
duchy,duchy.txt,2309,1,6,3.668688,8471,1,1,45,854,1232,172,5,0
eaver,eaver.txt,2309,2,6,3.668688,8471,0,0,59,835,1237,168,10,0
grosz,grosz.txt,2309,2,6,3.668688,8471,0,0,36,867,1236,166,4,0
neebs,neebs.txt,2309,2,6,3.668688,8471,0,0,40,858,1246,157,8,0
noxes,noxes.txt,2309,2,6,3.668688,8471,0,0,43,844,1260,159,3,0
playa,playa.txt,2309,2,6,3.668688,8471,0,0,47,848,1242,167,5,0
pucks,pucks.txt,2309,2,6,3.668688,8471,0,0,48,851,1236,166,8,0
puzel,puzel.txt,2309,2,6,3.668688,8471,0,0,48,849,1235,174,3,0
rasps,rasps.txt,2309,2,6,3.668688,8471,0,0,49,820,1289,149,2,0
rawer,rawer.txt,2309,2,6,3.668688,8471,0,0,42,838,1277,147,5,0
revow,revow.txt,2309,2,6,3.668688,8471,0,0,49,841,1252,160,7,0
sados,sados.txt,2309,2,6,3.668688,8471,0,0,40,865,1234,160,10,0
shots,shots.txt,2309,2,6,3.668688,8471,0,0,42,869,1216,176,6,0
slurs,slurs.txt,2309,2,6,3.668688,8471,0,0,42,860,1234,167,6,0
swede,swede.txt,2309,2,6,3.668688,8471,0,0,54,822,1273,155,5,0
tolyl,tolyl.txt,2309,2,6,3.668688,8471,0,0,41,851,1254,158,5,0
ulzie,ulzie.txt,2309,2,6,3.668688,8471,0,0,46,849,1244,164,6,0
vamps,vamps.txt,2309,2,6,3.668688,8471,0,0,36,853,1264,152,4,0
waved,waved.txt,2309,2,6,3.668688,8471,0,0,54,823,1271,156,5,0
whims,whims.txt,2309,2,6,3.668688,8471,0,0,56,818,1276,153,6,0
azurn,azurn.txt,2309,2,6,3.669121,8472,0,0,38,866,1235,162,8,0
botts,botts.txt,2309,2,6,3.669121,8472,0,0,45,849,1245,165,5,0
dumbo,dumbo.txt,2309,2,6,3.669121,8472,0,0,51,848,1229,176,5,0
fives,fives.txt,2309,2,6,3.669121,8472,0,0,48,833,1266,159,3,0
gloop,gloop.txt,2309,2,6,3.669121,8472,0,0,43,853,1245,161,7,0
gulfy,gulfy.txt,2309,2,6,3.669121,8472,0,0,52,830,1261,162,4,0
heath,heath.txt,2309,1,6,3.669121,8472,1,1,45,861,1218,178,6,0
metta,metta.txt,2309,2,6,3.669121,8472,0,0,56,851,1211,183,8,0
myall,myall.txt,2309,2,6,3.669121,8472,0,0,53,819,1282,149,6,0
nicky,nicky.txt,2309,2,6,3.669121,8472,0,0,43,839,1271,151,5,0
noded,noded.txt,2309,2,6,3.669121,8472,0,0,49,834,1260,164,2,0
onkus,onkus.txt,2309,2,6,3.669121,8472,0,0,35,875,1224,169,6,0
podex,podex.txt,2309,2,6,3.669121,8472,0,0,50,820,1286,150,3,0
redry,redry.txt,2309,2,6,3.669121,8472,0,0,50,829,1270,155,5,0
rolly,rolly.txt,2309,2,6,3.669121,8472,0,0,48,845,1248,159,9,0
shoes,shoes.txt,2309,2,6,3.669121,8472,0,0,43,859,1233,167,7,0
suers,suers.txt,2309,2,6,3.669121,8472,0,0,42,903,1149,207,8,0
topaz,topaz.txt,2309,1,6,3.669121,8472,1,1,41,851,1251,158,7,0
unkid,unkid.txt,2309,2,6,3.669121,8472,0,0,41,858,1237,170,3,0
wooer,wooer.txt,2309,1,6,3.669121,8472,1,1,43,866,1212,183,4,0
alack,alack.txt,2309,2,6,3.669554,8473,0,0,48,867,1201,186,7,0
boxer,boxer.txt,2309,1,6,3.669554,8473,1,1,43,846,1249,168,2,0
cabas,cabas.txt,2309,2,6,3.669554,8473,0,0,43,854,1237,173,2,0
droob,droob.txt,2309,2,6,3.669554,8473,0,0,55,844,1227,175,8,0
fools,fools.txt,2309,2,6,3.669554,8473,0,0,51,830,1264,159,5,0
froze,froze.txt,2309,1,6,3.669554,8473,1,1,44,834,1273,152,5,0
hinky,hinky.txt,2309,2,6,3.669554,8473,0,0,45,850,1244,163,7,0
hokey,hokey.txt,2309,2,6,3.669554,8473,0,0,41,868,1217,179,4,0
katal,katal.txt,2309,2,6,3.669554,8473,0,0,43,854,1241,165,6,0
oasts,oasts.txt,2309,2,6,3.669554,8473,0,0,46,849,1241,168,5,0
ogive,ogive.txt,2309,2,6,3.669554,8473,0,0,55,848,1218,181,7,0
plips,plips.txt,2309,2,6,3.669554,8473,0,0,52,838,1244,171,4,0
shama,shama.txt,2309,2,6,3.669554,8473,0,0,55,840,1233,175,6,0
urger,urger.txt,2309,2,6,3.669554,8473,0,0,50,847,1232,176,4,0
vrows,vrows.txt,2309,2,6,3.669554,8473,0,0,43,855,1237,170,4,0
zibet,zibet.txt,2309,2,6,3.669554,8473,0,0,52,831,1259,162,5,0
casco,casco.txt,2309,2,6,3.669987,8474,0,0,41,863,1229,169,7,0
doped,doped.txt,2309,2,6,3.669987,8474,0,0,45,837,1265,159,3,0
ghees,ghees.txt,2309,2,6,3.669987,8474,0,0,50,845,1238,169,7,0
gross,gross.txt,2309,1,6,3.669987,8474,1,1,38,863,1234,166,7,0
jures,jures.txt,2309,2,6,3.669987,8474,0,0,45,847,1245,169,3,0
mahal,mahal.txt,2309,2,6,3.669987,8474,0,0,51,846,1236,166,10,0
meeps,meeps.txt,2309,2,6,3.669987,8474,0,0,39,854,1250,162,4,0
paxes,paxes.txt,2309,2,6,3.669987,8474,0,0,37,858,1247,164,3,0
pekau,pekau.txt,2309,2,6,3.669987,8474,0,0,37,866,1232,170,4,0
polly,polly.txt,2309,2,6,3.669987,8474,0,0,48,840,1251,166,4,0
tempt,tempt.txt,2309,2,6,3.669987,8474,0,0,44,846,1252,162,5,0
tipis,tipis.txt,2309,2,6,3.669987,8474,0,0,42,864,1219,182,2,0
unify,unify.txt,2309,1,6,3.669987,8474,1,1,46,823,1288,146,5,0
yokul,yokul.txt,2309,2,6,3.669987,8474,0,0,35,852,1265,154,3,0
barry,barry.txt,2309,2,6,3.67042,8475,0,0,56,807,1292,150,4,0
bello,bello.txt,2309,2,6,3.67042,8475,0,0,50,844,1239,169,7,0
briss,briss.txt,2309,2,6,3.67042,8475,0,0,46,848,1240,171,4,0
burfi,burfi.txt,2309,2,6,3.67042,8475,0,0,53,831,1254,166,5,0
canny,canny.txt,2309,1,6,3.67042,8475,1,1,42,843,1257,163,3,0
dazes,dazes.txt,2309,2,6,3.67042,8475,0,0,36,849,1267,154,3,0
deads,deads.txt,2309,2,6,3.67042,8475,0,0,49,829,1274,148,9,0
dozes,dozes.txt,2309,2,6,3.67042,8475,0,0,33,846,1283,143,4,0
flowy,flowy.txt,2309,2,6,3.67042,8475,0,0,49,827,1273,156,4,0
gunks,gunks.txt,2309,2,6,3.67042,8475,0,0,35,878,1215,175,6,0
knive,knive.txt,2309,2,6,3.67042,8475,0,0,51,855,1219,172,12,0
lymph,lymph.txt,2309,1,6,3.67042,8475,1,1,49,819,1289,143,8,0
meeds,meeds.txt,2309,2,6,3.67042,8475,0,0,46,849,1245,158,11,0
nitid,nitid.txt,2309,2,6,3.67042,8475,0,0,47,841,1250,168,3,0
parps,parps.txt,2309,2,6,3.67042,8475,0,0,48,817,1294,148,2,0
perps,perps.txt,2309,2,6,3.67042,8475,0,0,42,848,1254,159,6,0
pheme,pheme.txt,2309,2,6,3.67042,8475,0,0,45,849,1243,166,6,0
quate,quate.txt,2309,2,6,3.67042,8475,0,0,38,864,1232,171,4,0
radii,radii.txt,2309,1,6,3.67042,8475,1,1,45,854,1228,176,5,0
rizas,rizas.txt,2309,2,6,3.67042,8475,0,0,44,847,1249,164,5,0
shirs,shirs.txt,2309,2,6,3.67042,8475,0,0,43,884,1182,191,9,0
sonsy,sonsy.txt,2309,2,6,3.67042,8475,0,0,47,858,1219,179,6,0
spets,spets.txt,2309,2,6,3.67042,8475,0,0,41,869,1213,182,4,0
taboo,taboo.txt,2309,1,6,3.67042,8475,1,1,60,818,1257,166,7,0
whamo,whamo.txt,2309,2,6,3.67042,8475,0,0,48,853,1227,174,7,0
wheft,wheft.txt,2309,2,6,3.67042,8475,0,0,60,835,1229,176,9,0
bocce,bocce.txt,2309,2,6,3.670853,8476,0,0,43,852,1243,164,7,0
bylaw,bylaw.txt,2309,1,6,3.670853,8476,1,1,42,834,1275,153,4,0
diced,diced.txt,2309,2,6,3.670853,8476,0,0,50,827,1266,165,1,0
durra,durra.txt,2309,2,6,3.670853,8476,0,0,50,866,1192,196,5,0
jager,jager.txt,2309,2,6,3.670853,8476,0,0,46,836,1266,154,7,0
joins,joins.txt,2309,2,6,3.670853,8476,0,0,41,862,1232,164,10,0
naeve,naeve.txt,2309,2,6,3.670853,8476,0,0,57,831,1244,169,8,0
neive,neive.txt,2309,2,6,3.670853,8476,0,0,57,830,1245,170,7,0
newed,newed.txt,2309,2,6,3.670853,8476,0,0,53,843,1226,185,2,0
nikab,nikab.txt,2309,2,6,3.670853,8476,0,0,42,851,1245,167,4,0
nixes,nixes.txt,2309,2,6,3.670853,8476,0,0,45,834,1270,156,4,0
ogmic,ogmic.txt,2309,2,6,3.670853,8476,0,0,50,839,1248,165,7,0
ovism,ovism.txt,2309,2,6,3.670853,8476,0,0,51,840,1240,174,4,0
pepla,pepla.txt,2309,2,6,3.670853,8476,0,0,55,833,1244,171,6,0
qilas,qilas.txt,2309,2,6,3.670853,8476,0,0,40,855,1246,161,7,0
rojis,rojis.txt,2309,2,6,3.670853,8476,0,0,41,856,1240,166,6,0
seiza,seiza.txt,2309,2,6,3.670853,8476,0,0,45,864,1216,174,10,0
seths,seths.txt,2309,2,6,3.670853,8476,0,0,35,874,1221,174,5,0
slobs,slobs.txt,2309,2,6,3.670853,8476,0,0,43,847,1251,163,5,0
theta,theta.txt,2309,1,6,3.670853,8476,1,1,52,854,1204,195,3,0
yaars,yaars.txt,2309,2,6,3.670853,8476,0,0,35,867,1237,163,7,0
ytost,ytost.txt,2309,2,6,3.670853,8476,0,0,42,855,1239,167,6,0
afald,afald.txt,2309,2,6,3.671286,8477,0,0,40,856,1238,173,2,0
agape,agape.txt,2309,1,6,3.671286,8477,1,1,51,842,1234,174,7,0
