starting_word,file,solutions_found,minimum_guesses,maximum_guesses,expected_guesses,total_guesses,first_guess_solves,solved_in_1,solved_in_2,solved_in_3,solved_in_4,solved_in_5,solved_in_6,solved_in_7_plus
diner,diner.txt,2309,1,6,3.478995,8033,1,1,91,1123,993,97,4,0
maile,maile.txt,2309,2,6,3.478995,8033,0,0,82,1145,979,100,3,0
roust,roust.txt,2309,2,6,3.478995,8033,0,0,73,1163,969,102,2,0
stone,stone.txt,2309,1,6,3.478995,8033,1,1,62,1183,959,101,3,0
arles,arles.txt,2309,2,6,3.479428,8034,0,0,60,1187,961,97,4,0
blare,blare.txt,2309,1,6,3.479428,8034,1,1,84,1128,1004,87,5,0
blase,blase.txt,2309,2,6,3.479428,8034,0,0,73,1147,1000,87,2,0
clean,clean.txt,2309,1,6,3.479428,8034,1,1,81,1136,996,91,4,0
coral,coral.txt,2309,1,6,3.479428,8034,1,1,79,1144,984,99,2,0
drain,drain.txt,2309,1,6,3.479428,8034,1,1,84,1142,975,103,4,0
lirot,lirot.txt,2309,2,6,3.479428,8034,0,0,72,1156,984,96,1,0
noire,noire.txt,2309,2,6,3.479428,8034,0,0,58,1201,937,111,2,0
senor,senor.txt,2309,2,6,3.479428,8034,0,0,71,1161,979,95,3,0
torcs,torcs.txt,2309,2,6,3.479428,8034,0,0,64,1174,975,92,4,0
caser,caser.txt,2309,2,6,3.479861,8035,0,0,69,1169,966,104,1,0
clans,clans.txt,2309,2,5,3.479861,8035,0,0,70,1147,1006,86,0,0
cored,cored.txt,2309,2,6,3.479861,8035,0,0,77,1150,980,101,1,0
dater,dater.txt,2309,2,6,3.479861,8035,0,0,80,1136,1002,87,4,0
deist,deist.txt,2309,2,6,3.479861,8035,0,0,75,1159,974,94,7,0
dolce,dolce.txt,2309,2,6,3.479861,8035,0,0,73,1144,1004,87,1,0
paren,paren.txt,2309,2,6,3.479861,8035,0,0,81,1133,1003,90,2,0
sable,sable.txt,2309,2,6,3.479861,8035,0,0,69,1159,988,90,3,0
tesla,tesla.txt,2309,2,6,3.479861,8035,0,0,73,1143,1006,86,1,0
urate,urate.txt,2309,2,6,3.479861,8035,0,0,70,1178,948,109,4,0
caned,caned.txt,2309,2,5,3.480294,8036,0,0,65,1155,1004,85,0,0
clats,clats.txt,2309,2,6,3.480294,8036,0,0,71,1138,1022,76,2,0
cries,cries.txt,2309,2,6,3.480294,8036,0,0,74,1153,984,95,3,0
doner,doner.txt,2309,2,6,3.480294,8036,0,0,80,1137,996,95,1,0
drent,drent.txt,2309,2,6,3.480294,8036,0,0,69,1168,968,102,2,0
ramse,ramse.txt,2309,2,6,3.480294,8036,0,0,66,1172,972,94,5,0
rated,rated.txt,2309,2,6,3.480294,8036,0,0,79,1127,1021,79,3,0
reals,reals.txt,2309,2,6,3.480294,8036,0,0,64,1172,975,96,2,0
rones,rones.txt,2309,2,6,3.480294,8036,0,0,75,1157,972,103,2,0
score,score.txt,2309,1,6,3.480294,8036,1,1,69,1161,980,94,4,0
seron,seron.txt,2309,2,6,3.480294,8036,0,0,79,1148,981,96,5,0
trins,trins.txt,2309,2,6,3.480294,8036,0,0,59,1176,981,92,1,0
alder,alder.txt,2309,2,6,3.480728,8037,0,0,75,1132,1020,81,1,0
brast,brast.txt,2309,2,6,3.480728,8037,0,0,66,1161,990,90,2,0
lares,lares.txt,2309,2,6,3.480728,8037,0,0,69,1164,975,99,2,0
rants,rants.txt,2309,2,5,3.480728,8037,0,0,59,1167,997,86,0,0
relit,relit.txt,2309,2,6,3.480728,8037,0,0,84,1132,995,95,3,0
santo,santo.txt,2309,2,6,3.480728,8037,0,0,73,1155,983,94,4,0
sarge,sarge.txt,2309,2,6,3.480728,8037,0,0,58,1187,963,98,3,0
sloan,sloan.txt,2309,2,6,3.480728,8037,0,0,73,1160,973,99,4,0
smalt,smalt.txt,2309,2,6,3.480728,8037,0,0,77,1138,1002,91,1,0
split,split.txt,2309,1,6,3.480728,8037,1,1,73,1145,996,93,1,0
taroc,taroc.txt,2309,2,6,3.480728,8037,0,0,77,1126,1026,79,1,0
tonal,tonal.txt,2309,1,6,3.480728,8037,1,1,80,1136,996,92,4,0
trona,trona.txt,2309,2,6,3.480728,8037,0,0,73,1159,974,100,3,0
blast,blast.txt,2309,1,6,3.481161,8038,1,1,68,1153,997,86,4,0
citer,citer.txt,2309,2,5,3.481161,8038,0,0,86,1127,995,101,0,0
coset,coset.txt,2309,2,6,3.481161,8038,0,0,63,1176,968,100,2,0
crena,crena.txt,2309,2,6,3.481161,8038,0,0,78,1153,968,109,1,0
laser,laser.txt,2309,2,6,3.481161,8038,0,0,72,1153,987,95,2,0
petar,petar.txt,2309,2,6,3.481161,8038,0,0,88,1119,1006,95,1,0
poire,poire.txt,2309,2,6,3.481161,8038,0,0,65,1176,962,104,2,0
shirt,shirt.txt,2309,1,6,3.481161,8038,1,1,74,1160,965,105,4,0
slept,slept.txt,2309,1,6,3.481161,8038,1,1,85,1134,983,103,3,0
smart,smart.txt,2309,1,6,3.481161,8038,1,1,79,1132,1004,91,2,0
spaer,spaer.txt,2309,2,6,3.481161,8038,0,0,74,1143,1002,87,3,0
throe,throe.txt,2309,2,6,3.481161,8038,0,0,88,1144,957,118,2,0
tiles,tiles.txt,2309,2,6,3.481161,8038,0,0,71,1156,983,98,1,0
tread,tread.txt,2309,1,6,3.481161,8038,1,1,82,1138,986,97,5,0
coles,coles.txt,2309,2,5,3.481594,8039,0,0,66,1168,972,103,0,0
grant,grant.txt,2309,1,6,3.481594,8039,1,1,73,1151,988,89,7,0
ramet,ramet.txt,2309,2,6,3.481594,8039,0,0,74,1137,1011,86,1,0
reans,reans.txt,2309,2,6,3.481594,8039,0,0,62,1174,975,95,3,0
sired,sired.txt,2309,2,6,3.481594,8039,0,0,71,1150,996,89,3,0
solan,solan.txt,2309,2,6,3.481594,8039,0,0,70,1159,980,98,2,0
toles,toles.txt,2309,2,6,3.481594,8039,0,0,67,1171,965,104,2,0
tribe,tribe.txt,2309,1,6,3.481594,8039,1,1,75,1144,990,98,1,0
carns,carns.txt,2309,2,5,3.482027,8040,0,0,73,1148,990,98,0,0
elint,elint.txt,2309,2,6,3.482027,8040,0,0,81,1147,972,105,4,0
naice,naice.txt,2309,2,6,3.482027,8040,0,0,62,1181,959,105,2,0
pilae,pilae.txt,2309,2,6,3.482027,8040,0,0,80,1141,987,97,4,0
retin,retin.txt,2309,2,6,3.482027,8040,0,0,84,1142,974,104,5,0
spirt,spirt.txt,2309,2,6,3.482027,8040,0,0,76,1148,986,94,5,0
triad,triad.txt,2309,1,6,3.482027,8040,1,1,84,1126,1002,91,5,0
arpen,arpen.txt,2309,2,5,3.48246,8041,0,0,73,1135,1015,86,0,0
brace,brace.txt,2309,1,6,3.48246,8041,1,1,80,1138,989,96,5,0
crust,crust.txt,2309,1,6,3.48246,8041,1,1,74,1154,972,106,2,0
renal,renal.txt,2309,1,5,3.48246,8041,1,1,81,1125,1007,95,0,0
rotal,rotal.txt,2309,2,6,3.48246,8041,0,0,84,1128,997,99,1,0
tians,tians.txt,2309,2,6,3.48246,8041,0,0,71,1149,994,94,1,0
tilde,tilde.txt,2309,1,6,3.48246,8041,1,1,70,1151,989,97,1,0
troad,troad.txt,2309,2,6,3.48246,8041,0,0,74,1155,975,102,3,0
arsed,arsed.txt,2309,2,6,3.482893,8042,0,0,70,1154,987,96,2,0
crime,crime.txt,2309,1,6,3.482893,8042,1,1,71,1153,984,96,4,0
doilt,doilt.txt,2309,2,6,3.482893,8042,0,0,76,1156,965,110,2,0
droit,droit.txt,2309,1,6,3.482893,8042,1,1,74,1163,954,114,3,0
horst,horst.txt,2309,2,6,3.482893,8042,0,0,82,1151,963,105,8,0
piert,piert.txt,2309,2,6,3.482893,8042,0,0,84,1134,984,106,1,0
piner,piner.txt,2309,2,6,3.482893,8042,0,0,79,1134,1001,92,3,0
sabre,sabre.txt,2309,2,6,3.482893,8042,0,0,60,1179,967,101,2,0
siled,siled.txt,2309,2,6,3.482893,8042,0,0,74,1150,985,96,4,0
slope,slope.txt,2309,1,6,3.482893,8042,1,1,81,1130,998,97,2,0
atone,atone.txt,2309,1,6,3.483326,8043,1,1,64,1167,974,101,2,0
claro,claro.txt,2309,2,6,3.483326,8043,0,0,78,1145,981,102,3,0
clipe,clipe.txt,2309,2,6,3.483326,8043,0,0,72,1146,998,89,4,0
piler,piler.txt,2309,2,6,3.483326,8043,0,0,78,1125,1019,86,1,0
spait,spait.txt,2309,2,6,3.483326,8043,0,0,76,1142,993,95,3,0
stain,stain.txt,2309,1,6,3.483326,8043,1,1,68,1158,980,100,2,0
terns,terns.txt,2309,2,6,3.483326,8043,0,0,61,1167,986,94,1,0
tiled,tiled.txt,2309,2,5,3.483326,8043,0,0,85,1122,1003,99,0,0
trios,trios.txt,2309,2,6,3.483326,8043,0,0,70,1162,973,99,5,0
diane,diane.txt,2309,2,6,3.483759,8044,0,0,77,1153,967,109,3,0
drest,drest.txt,2309,2,6,3.483759,8044,0,0,62,1164,989,92,2,0
padre,padre.txt,2309,2,5,3.483759,8044,0,0,74,1131,1017,87,0,0
rales,rales.txt,2309,2,6,3.483759,8044,0,0,70,1158,977,102,2,0
sated,sated.txt,2309,2,6,3.483759,8044,0,0,67,1153,996,91,2,0
slide,slide.txt,2309,1,6,3.483759,8044,1,1,63,1168,975,99,3,0
tolan,tolan.txt,2309,2,6,3.483759,8044,0,0,73,1151,984,97,4,0
toper,toper.txt,2309,2,6,3.483759,8044,0,0,71,1137,1015,85,1,0
curse,curse.txt,2309,1,6,3.484192,8045,1,1,78,1142,983,100,5,0
pried,pried.txt,2309,1,6,3.484192,8045,1,1,81,1126,1005,92,4,0
salue,salue.txt,2309,2,6,3.484192,8045,0,0,65,1172,968,97,7,0
shite,shite.txt,2309,2,6,3.484192,8045,0,0,83,1118,1016,91,1,0
adret,adret.txt,2309,2,6,3.484625,8046,0,0,77,1122,1028,78,4,0
clies,clies.txt,2309,2,6,3.484625,8046,0,0,73,1149,984,101,2,0
clits,clits.txt,2309,2,6,3.484625,8046,0,0,64,1160,988,96,1,0
coled,coled.txt,2309,2,6,3.484625,8046,0,0,66,1155,992,95,1,0
frate,frate.txt,2309,2,6,3.484625,8046,0,0,86,1106,1032,82,3,0
paint,paint.txt,2309,1,6,3.484625,8046,1,1,75,1145,981,106,1,0
sluit,sluit.txt,2309,2,6,3.484625,8046,0,0,71,1167,954,115,2,0
splat,splat.txt,2309,1,6,3.484625,8046,1,1,77,1128,1010,91,2,0
talcs,talcs.txt,2309,2,6,3.484625,8046,0,0,60,1156,1010,80,3,0
tamer,tamer.txt,2309,1,6,3.484625,8046,1,1,75,1128,1016,87,2,0
tapir,tapir.txt,2309,1,6,3.484625,8046,1,1,82,1117,1016,92,1,0
argle,argle.txt,2309,2,6,3.485058,8047,0,0,77,1142,986,101,3,0
boart,boart.txt,2309,2,6,3.485058,8047,0,0,81,1135,988,102,3,0
pleat,pleat.txt,2309,1,6,3.485058,8047,1,1,94,1102,1010,100,2,0
ploat,ploat.txt,2309,2,6,3.485058,8047,0,0,84,1135,977,112,1,0
prent,prent.txt,2309,2,6,3.485058,8047,0,0,74,1145,990,96,4,0
spiel,spiel.txt,2309,1,6,3.485058,8047,1,1,77,1128,1008,94,1,0
toled,toled.txt,2309,2,6,3.485058,8047,0,0,76,1127,1017,88,1,0
tones,tones.txt,2309,2,6,3.485058,8047,0,0,65,1158,989,95,2,0
tronc,tronc.txt,2309,2,5,3.485058,8047,0,0,60,1149,1020,80,0,0
clied,clied.txt,2309,2,6,3.485492,8048,0,0,79,1137,989,101,3,0
cruse,cruse.txt,2309,2,6,3.485492,8048,0,0,70,1159,973,103,4,0
glace,glace.txt,2309,2,6,3.485492,8048,0,0,71,1133,1019,85,1,0
ratos,ratos.txt,2309,2,6,3.485492,8048,0,0,75,1128,1019,84,3,0
soral,soral.txt,2309,2,6,3.485492,8048,0,0,66,1164,972,106,1,0
steal,steal.txt,2309,1,6,3.485492,8048,1,1,76,1131,1008,88,5,0
tapen,tapen.txt,2309,2,6,3.485492,8048,0,0,77,1132,1004,94,2,0
toras,toras.txt,2309,2,6,3.485492,8048,0,0,70,1147,998,89,5,0
trois,trois.txt,2309,2,6,3.485492,8048,0,0,71,1153,980,103,2,0
airts,airts.txt,2309,2,6,3.485925,8049,0,0,73,1142,997,93,4,0
baile,baile.txt,2309,2,6,3.485925,8049,0,0,80,1133,992,102,2,0
laned,laned.txt,2309,2,5,3.485925,8049,0,0,74,1122,1030,83,0,0
rails,rails.txt,2309,2,6,3.485925,8049,0,0,66,1158,983,101,1,0
rouet,rouet.txt,2309,2,6,3.485925,8049,0,0,69,1164,962,113,1,0
solar,solar.txt,2309,1,6,3.485925,8049,1,1,67,1161,970,109,1,0
beast,beast.txt,2309,1,6,3.486358,8050,1,1,72,1149,979,106,2,0
bract,bract.txt,2309,2,6,3.486358,8050,0,0,79,1129,1003,95,3,0
eland,eland.txt,2309,2,6,3.486358,8050,0,0,79,1120,1021,86,3,0
heist,heist.txt,2309,1,6,3.486358,8050,1,1,75,1140,989,101,3,0
leans,leans.txt,2309,2,6,3.486358,8050,0,0,70,1153,981,103,2,0
paten,paten.txt,2309,2,6,3.486358,8050,0,0,82,1125,1001,99,2,0
short,short.txt,2309,1,6,3.486358,8050,1,1,76,1160,950,115,7,0
tirls,tirls.txt,2309,2,6,3.486358,8050,0,0,62,1155,1000,91,1,0
canes,canes.txt,2309,2,6,3.486791,8051,0,0,65,1148,1006,87,3,0
crits,crits.txt,2309,2,6,3.486791,8051,0,0,63,1152,1003,89,2,0
cruel,cruel.txt,2309,1,6,3.486791,8051,1,1,70,1160,966,106,6,0
horse,horse.txt,2309,1,6,3.486791,8051,1,1,80,1143,967,115,3,0
laide,laide.txt,2309,2,6,3.486791,8051,0,0,64,1154,1000,85,6,0
manse,manse.txt,2309,2,6,3.486791,8051,0,0,65,1156,993,89,6,0
ploce,ploce.txt,2309,2,6,3.486791,8051,0,0,69,1140,1008,91,1,0
repat,repat.txt,2309,2,6,3.486791,8051,0,0,91,1101,1021,94,2,0
scone,scone.txt,2309,1,6,3.486791,8051,1,1,74,1143,989,95,7,0
arson,arson.txt,2309,1,6,3.487224,8052,1,1,74,1138,993,101,2,0
blart,blart.txt,2309,2,5,3.487224,8052,0,0,75,1127,1014,93,0,0
lacer,lacer.txt,2309,2,6,3.487224,8052,0,0,83,1124,999,100,3,0
lathe,lathe.txt,2309,1,6,3.487224,8052,1,1,69,1145,993,100,1,0
losen,losen.txt,2309,2,5,3.487224,8052,0,0,77,1127,1008,97,0,0
morse,morse.txt,2309,2,6,3.487224,8052,0,0,68,1160,971,108,2,0
paise,paise.txt,2309,2,6,3.487224,8052,0,0,79,1139,985,99,7,0
rathe,rathe.txt,2309,2,5,3.487224,8052,0,0,68,1155,979,107,0,0
roted,roted.txt,2309,2,6,3.487224,8052,0,0,81,1114,1023,90,1,0
sceat,sceat.txt,2309,2,6,3.487224,8052,0,0,66,1155,988,97,3,0
spelt,spelt.txt,2309,1,6,3.487224,8052,1,1,83,1125,991,108,1,0
teins,teins.txt,2309,2,6,3.487224,8052,0,0,69,1162,965,110,3,0
chare,chare.txt,2309,2,6,3.487657,8053,0,0,86,1135,967,118,3,0
claut,claut.txt,2309,2,6,3.487657,8053,0,0,67,1145,1003,92,2,0
laden,laden.txt,2309,1,5,3.487657,8053,1,1,75,1113,1037,83,0,0
lears,lears.txt,2309,2,6,3.487657,8053,0,0,69,1152,983,103,2,0
paler,paler.txt,2309,1,5,3.487657,8053,1,1,81,1125,995,107,0,0
poste,poste.txt,2309,2,5,3.487657,8053,0,0,73,1125,1023,88,0,0
roans,roans.txt,2309,2,5,3.487657,8053,0,0,67,1131,1029,82,0,0
ronts,ronts.txt,2309,2,6,3.487657,8053,0,0,64,1136,1029,79,1,0
spore,spore.txt,2309,1,6,3.487657,8053,1,1,69,1134,1017,84,4,0
tiros,tiros.txt,2309,2,6,3.487657,8053,0,0,67,1145,1003,92,2,0
toned,toned.txt,2309,2,5,3.487657,8053,0,0,75,1133,1001,100,0,0
trild,trild.txt,2309,2,6,3.487657,8053,0,0,73,1136,1005,91,4,0
artis,artis.txt,2309,2,6,3.48809,8054,0,0,70,1151,983,101,4,0
cires,cires.txt,2309,2,6,3.48809,8054,0,0,81,1129,992,105,2,0
coals,coals.txt,2309,2,6,3.48809,8054,0,0,74,1133,1006,93,3,0
crins,crins.txt,2309,2,6,3.48809,8054,0,0,51,1178,984,94,2,0
enact,enact.txt,2309,1,6,3.48809,8054,1,1,73,1143,984,106,2,0
loner,loner.txt,2309,2,6,3.48809,8054,0,0,68,1154,980,106,1,0
norie,norie.txt,2309,2,6,3.48809,8054,0,0,61,1163,985,97,3,0
noter,noter.txt,2309,2,5,3.48809,8054,0,0,73,1130,1012,94,0,0
padle,padle.txt,2309,2,5,3.48809,8054,0,0,74,1129,1011,95,0,0
risen,risen.txt,2309,1,5,3.48809,8054,1,1,76,1140,979,113,0,0
aster,aster.txt,2309,2,6,3.488523,8055,0,0,68,1130,1028,81,2,0
corns,corns.txt,2309,2,6,3.488523,8055,0,0,70,1133,1016,88,2,0
earls,earls.txt,2309,2,6,3.488523,8055,0,0,60,1164,986,95,4,0
niter,niter.txt,2309,2,6,3.488523,8055,0,0,70,1146,990,101,2,0
penal,penal.txt,2309,1,6,3.488523,8055,1,1,77,1124,1010,94,3,0
ploit,ploit.txt,2309,2,6,3.488523,8055,0,0,78,1128,1001,101,1,0
range,range.txt,2309,1,6,3.488523,8055,1,1,75,1124,1016,90,3,0
arced,arced.txt,2309,2,5,3.488956,8056,0,0,76,1115,1031,87,0,0
chart,chart.txt,2309,1,6,3.488956,8056,1,1,89,1118,983,117,1,0
petal,petal.txt,2309,1,6,3.488956,8056,1,1,84,1106,1023,93,2,0
recit,recit.txt,2309,2,6,3.488956,8056,0,0,78,1115,1027,87,2,0
rials,rials.txt,2309,2,6,3.488956,8056,0,0,64,1148,1003,92,2,0
riots,riots.txt,2309,2,5,3.488956,8056,0,0,68,1142,1001,98,0,0
tolas,tolas.txt,2309,2,6,3.488956,8056,0,0,78,1131,995,103,2,0
traps,traps.txt,2309,2,5,3.488956,8056,0,0,73,1136,998,102,0,0
brine,brine.txt,2309,1,6,3.489389,8057,1,1,73,1128,1011,94,2,0
cedar,cedar.txt,2309,1,6,3.489389,8057,1,1,79,1121,1006,101,1,0
certs,certs.txt,2309,2,6,3.489389,8057,0,0,66,1143,1009,86,5,0
crome,crome.txt,2309,2,6,3.489389,8057,0,0,70,1151,977,110,1,0
doter,doter.txt,2309,2,6,3.489389,8057,0,0,80,1118,1013,97,1,0
grist,grist.txt,2309,2,6,3.489389,8057,0,0,62,1161,985,96,5,0
labne,labne.txt,2309,2,6,3.489389,8057,0,0,75,1132,1002,97,3,0
licet,licet.txt,2309,2,6,3.489389,8057,0,0,74,1138,993,101,3,0
oilet,oilet.txt,2309,2,5,3.489389,8057,0,0,75,1141,981,112,0,0
poset,poset.txt,2309,2,5,3.489389,8057,0,0,75,1123,1017,94,0,0
rains,rains.txt,2309,2,6,3.489389,8057,0,0,63,1146,1008,91,1,0
seton,seton.txt,2309,2,6,3.489389,8057,0,0,77,1140,979,111,2,0
spire,spire.txt,2309,1,6,3.489389,8057,1,1,75,1152,959,118,4,0
stela,stela.txt,2309,2,6,3.489389,8057,0,0,69,1131,1022,84,3,0
suite,suite.txt,2309,1,6,3.489389,8057,1,1,81,1130,987,104,6,0
apert,apert.txt,2309,2,6,3.489822,8058,0,0,89,1103,1016,99,2,0
clipt,clipt.txt,2309,2,6,3.489822,8058,0,0,66,1142,1008,90,3,0
crept,crept.txt,2309,1,6,3.489822,8058,1,1,75,1133,997,98,5,0
earns,earns.txt,2309,2,6,3.489822,8058,0,0,63,1153,993,99,1,0
haole,haole.txt,2309,2,6,3.489822,8058,0,0,58,1154,1006,90,1,0
laird,laird.txt,2309,2,6,3.489822,8058,0,0,76,1137,987,107,2,0
loans,loans.txt,2309,2,6,3.489822,8058,0,0,65,1143,1007,93,1,0
parol,parol.txt,2309,2,6,3.489822,8058,0,0,74,1132,1003,98,2,0
saith,saith.txt,2309,2,6,3.489822,8058,0,0,69,1149,984,105,2,0
stoae,stoae.txt,2309,2,6,3.489822,8058,0,0,57,1178,965,104,5,0
thine,thine.txt,2309,2,6,3.489822,8058,0,0,81,1121,1005,99,3,0
anise,anise.txt,2309,2,6,3.490256,8059,0,0,81,1132,984,107,5,0
inlet,inlet.txt,2309,1,6,3.490256,8059,1,1,72,1124,1019,92,1,0
macle,macle.txt,2309,2,5,3.490256,8059,0,0,80,1112,1022,95,0,0
maire,maire.txt,2309,2,6,3.490256,8059,0,0,77,1142,976,109,5,0
meant,meant.txt,2309,1,6,3.490256,8059,1,1,72,1135,998,101,2,0
porae,porae.txt,2309,2,6,3.490256,8059,0,0,72,1142,988,105,2,0
riled,riled.txt,2309,2,6,3.490256,8059,0,0,91,1095,1025,96,2,0
samel,samel.txt,2309,2,6,3.490256,8059,0,0,66,1153,987,98,5,0
shire,shire.txt,2309,1,6,3.490256,8059,1,1,66,1161,964,115,2,0
solde,solde.txt,2309,2,6,3.490256,8059,0,0,62,1147,1008,90,2,0
soled,soled.txt,2309,2,5,3.490256,8059,0,0,63,1153,991,102,0,0
speat,speat.txt,2309,2,6,3.490256,8059,0,0,84,1110,1018,93,4,0
spine,spine.txt,2309,1,6,3.490256,8059,1,1,82,1118,1001,106,1,0
sture,sture.txt,2309,2,6,3.490256,8059,0,0,70,1137,1005,94,3,0
suint,suint.txt,2309,2,6,3.490256,8059,0,0,71,1144,988,103,3,0
tepal,tepal.txt,2309,2,6,3.490256,8059,0,0,89,1096,1028,95,1,0
torsi,torsi.txt,2309,2,6,3.490256,8059,0,0,61,1158,989,99,2,0
cadet,cadet.txt,2309,1,6,3.490689,8060,1,1,70,1125,1022,90,1,0
cants,cants.txt,2309,2,6,3.490689,8060,0,0,60,1150,1007,90,2,0
ceils,ceils.txt,2309,2,6,3.490689,8060,0,0,68,1143,997,99,2,0
court,court.txt,2309,1,6,3.490689,8060,1,1,72,1141,985,108,2,0
crons,crons.txt,2309,2,5,3.490689,8060,0,0,63,1138,1020,88,0,0
culet,culet.txt,2309,2,6,3.490689,8060,0,0,78,1130,994,104,3,0
eatin,eatin.txt,2309,2,6,3.490689,8060,0,0,77,1148,964,114,6,0
lores,lores.txt,2309,2,6,3.490689,8060,0,0,62,1154,993,98,2,0
snarl,snarl.txt,2309,1,6,3.490689,8060,1,1,63,1143,1008,92,2,0
sonde,sonde.txt,2309,2,6,3.490689,8060,0,0,68,1143,996,101,1,0
sport,sport.txt,2309,1,6,3.490689,8060,1,1,76,1115,1027,86,4,0
teary,teary.txt,2309,1,6,3.490689,8060,1,1,69,1148,981,107,3,0
borne,borne.txt,2309,1,6,3.491122,8061,1,1,75,1119,1020,91,3,0
cable,cable.txt,2309,1,6,3.491122,8061,1,1,73,1117,1029,87,2,0
caird,caird.txt,2309,2,6,3.491122,8061,0,0,78,1128,997,103,3,0
coils,coils.txt,2309,2,6,3.491122,8061,0,0,71,1144,985,107,2,0
lunet,lunet.txt,2309,2,6,3.491122,8061,0,0,81,1118,1007,101,2,0
nares,nares.txt,2309,2,6,3.491122,8061,0,0,66,1135,1017,90,1,0
prats,prats.txt,2309,2,5,3.491122,8061,0,0,75,1125,1009,100,0,0
racon,racon.txt,2309,2,6,3.491122,8061,0,0,87,1094,1036,91,1,0
sider,sider.txt,2309,2,6,3.491122,8061,0,0,77,1121,1013,96,2,0
dolie,dolie.txt,2309,2,6,3.491555,8062,0,0,79,1121,1007,99,3,0
droil,droil.txt,2309,2,6,3.491555,8062,0,0,66,1148,993,98,4,0
nails,nails.txt,2309,2,5,3.491555,8062,0,0,64,1151,989,105,0,0
piste,piste.txt,2309,2,6,3.491555,8062,0,0,75,1131,998,103,2,0
pride,pride.txt,2309,1,6,3.491555,8062,1,1,68,1142,995,99,4,0
redan,redan.txt,2309,2,6,3.491555,8062,0,0,80,1110,1024,94,1,0
salic,salic.txt,2309,2,5,3.491555,8062,0,0,60,1152,999,98,0,0
scail,scail.txt,2309,2,6,3.491555,8062,0,0,70,1141,992,105,1,0
scape,scape.txt,2309,2,6,3.491555,8062,0,0,77,1128,999,102,3,0
arnut,arnut.txt,2309,2,6,3.491988,8063,0,0,73,1141,987,102,6,0
curst,curst.txt,2309,2,6,3.491988,8063,0,0,74,1139,983,112,1,0
irone,irone.txt,2309,2,6,3.491988,8063,0,0,60,1156,992,99,2,0
lants,lants.txt,2309,2,6,3.491988,8063,0,0,69,1118,1040,81,1,0
ripen,ripen.txt,2309,1,6,3.491988,8063,1,1,69,1128,1019,88,4,0
sauce,sauce.txt,2309,1,6,3.491988,8063,1,1,59,1164,979,100,6,0
tarps,tarps.txt,2309,2,5,3.491988,8063,0,0,77,1122,1007,103,0,0
trend,trend.txt,2309,1,6,3.491988,8063,1,1,70,1140,991,104,3,0
triac,triac.txt,2309,2,6,3.491988,8063,0,0,69,1143,990,106,1,0
birle,birle.txt,2309,2,6,3.492421,8064,0,0,81,1096,1049,80,3,0
caper,caper.txt,2309,1,6,3.492421,8064,1,1,76,1107,1036,88,1,0
colin,colin.txt,2309,2,6,3.492421,8064,0,0,68,1135,1009,95,2,0
crias,crias.txt,2309,2,6,3.492421,8064,0,0,68,1145,991,101,4,0
dears,dears.txt,2309,2,6,3.492421,8064,0,0,68,1145,990,103,3,0
elain,elain.txt,2309,2,6,3.492421,8064,0,0,78,1137,977,113,4,0
lated,lated.txt,2309,2,5,3.492421,8064,0,0,78,1102,1043,86,0,0
mitre,mitre.txt,2309,2,6,3.492421,8064,0,0,79,1122,1001,106,1,0
olent,olent.txt,2309,2,6,3.492421,8064,0,0,68,1138,1004,96,3,0
pares,pares.txt,2309,2,6,3.492421,8064,0,0,74,1126,1009,98,2,0
recal,recal.txt,2309,2,6,3.492421,8064,0,0,85,1106,1018,96,4,0
steil,steil.txt,2309,2,6,3.492421,8064,0,0,75,1139,982,109,4,0
tuner,tuner.txt,2309,2,6,3.492421,8064,0,0,78,1117,1017,93,4,0
ceros,ceros.txt,2309,2,6,3.492854,8065,0,0,78,1115,1019,94,3,0
neals,neals.txt,2309,2,6,3.492854,8065,0,0,68,1143,992,104,2,0
stipe,stipe.txt,2309,2,6,3.492854,8065,0,0,72,1132,1005,95,5,0
stoln,stoln.txt,2309,2,6,3.492854,8065,0,0,64,1125,1040,78,2,0
tines,tines.txt,2309,2,6,3.492854,8065,0,0,66,1138,1007,97,1,0
tuple,tuple.txt,2309,2,6,3.492854,8065,0,0,81,1117,1006,102,3,0
cates,cates.txt,2309,2,6,3.493287,8066,0,0,63,1140,1012,92,2,0
cider,cider.txt,2309,1,6,3.493287,8066,1,1,80,1105,1027,94,2,0
drats,drats.txt,2309,2,6,3.493287,8066,0,0,62,1151,997,93,6,0
hance,hance.txt,2309,2,6,3.493287,8066,0,0,70,1135,1004,95,5,0
mante,mante.txt,2309,2,6,3.493287,8066,0,0,68,1144,992,100,5,0
naled,naled.txt,2309,2,5,3.493287,8066,0,0,75,1108,1038,88,0,0
prian,prian.txt,2309,2,6,3.493287,8066,0,0,71,1131,1006,99,2,0
proal,proal.txt,2309,2,6,3.493287,8066,0,0,70,1138,995,104,2,0
rased,rased.txt,2309,2,6,3.493287,8066,0,0,68,1136,1004,100,1,0
slaty,slaty.txt,2309,2,6,3.493287,8066,0,0,68,1126,1026,86,3,0
suent,suent.txt,2309,2,6,3.493287,8066,0,0,74,1152,956,124,3,0
ailed,ailed.txt,2309,2,6,3.49372,8067,0,0,82,1109,1015,102,1,0
arith,arith.txt,2309,2,6,3.49372,8067,0,0,68,1140,998,99,4,0
